care,minimum_admissions,territory,indicator,outcome,n,status,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,blocks,bootstrap_repetitions,bootstrap_seed,bootstrap_valid,block_status,block_ci_low,block_ci_high,pearson_q_bh,spearman_q_bh
any_uf,1000,MA,sewer_septic,hemorrhage,113,ok,-0.06948611950968779,0.4645840744161165,-0.25099414229428435,0.11674222561107812,-0.0541201784129668,0.5691347437424261,21,2000,20260919,2000,ok,-0.1627357109551652,0.0512028637938494,0.6058001655909846,0.7472074165410437
any_uf,1000,MA,sewer_septic,W,113,ok,-0.04291108953577574,0.6517824823844502,-0.225850604679231,0.142951907630029,-0.09763623660922219,0.30356991359083335,21,2000,20260919,2000,ok,-0.13755272535267532,0.06229819059588679,0.7520567104435963,0.4878802182709822
any_uf,1000,PB,income_pc,hypertension,54,ok,0.18986296293359442,0.1691002356585198,-0.08206984202327564,0.43548444052694363,-0.021078711644749375,0.8797480527147241,21,2000,20260919,2000,ok,-0.34530675510012027,0.39330234659644436,0.3299143228313793,0.9100841924635078
any_uf,1000,PB,income_pc,hemorrhage,54,ok,0.13638904091074008,0.32540845996615153,-0.13635099742249873,0.38991022713341345,0.10029683782724938,0.47053723521038565,21,2000,20260919,2000,ok,-0.05916436696968161,0.533985777335924,0.4907753454777348,0.6776845356303295
any_uf,1000,PB,income_pc,W,54,ok,0.1884782171222708,0.1722885908119425,-0.08349613892457748,0.43431993300741084,0.09151896321707641,0.510428019240138,21,2000,20260919,2000,ok,-0.13735268349298013,0.5194741381251105,0.3299143228313793,0.710006954034288
any_uf,1000,PB,illiteracy_10plus,hypertension,54,ok,-0.26169680381709526,0.05593614786565521,-0.4947866287850971,0.0065206666123178054,-0.18930354951520884,0.17038306303271172,21,2000,20260919,2000,ok,-0.5462417289498637,0.23192541438648318,0.16239526799706352,0.31294848312130724
any_uf,1000,PB,illiteracy_10plus,hemorrhage,54,ok,-0.16708261912341174,0.22720773532507207,-0.41622216942614654,0.10539302182451578,-0.1653895907272315,0.2320189894786902,21,2000,20260919,2000,ok,-0.4337604830915851,-0.043354016941686176,0.40095482704424484,0.3939945104355117
any_uf,1000,PB,illiteracy_10plus,W,54,ok,-0.23085663006674303,0.0930508902136489,-0.4695898183302368,0.03933541477736223,-0.30499752309125777,0.024925877192460894,21,2000,20260919,2000,ok,-0.5109337949973937,-0.057464784148808554,0.20936450298071002,0.0862818825892877
any_uf,1000,PB,sewer_septic,hypertension,54,ok,-0.14458721957802273,0.29688938676805926,-0.39697883538094303,0.12813401087925239,-0.12346102534781779,0.3737718029031181,21,2000,20260919,2000,ok,-0.5276319149067732,0.22329173962352206,0.46069042774354024,0.5654201102796584
any_uf,1000,PB,sewer_septic,hemorrhage,54,ok,0.15772355667358062,0.25468074544881336,-0.11488900647167094,0.40824312673460417,-0.08507833174442618,0.5407512877513256,21,2000,20260919,2000,ok,-0.12390632444556231,0.4122341511032815,0.41675031073442187,0.7326215269200799
any_uf,1000,PB,sewer_septic,W,54,ok,0.12254219106512074,0.3773657383660234,-0.1501449122818849,0.37790300467570076,-0.05568896512292738,0.6891831767996143,21,2000,20260919,2000,ok,-0.3302572355000626,0.3330732667045018,0.5306705695772204,0.816137972525859
any_uf,1000,PE,income_pc,hypertension,135,ok,0.20755699900766125,0.015712093820733276,0.040002677994618284,0.3637577984479693,0.18313335284362506,0.033499486612295924,18,2000,20260919,2000,ok,0.08068829293054754,0.37467681773060657,0.06624102825758656,0.11166495537431975
any_uf,1000,PE,income_pc,hemorrhage,135,ok,0.03186212672631834,0.7137270895420429,-0.13783704053323262,0.19974398260399465,0.3211762190396225,0.00014577235631723292,18,2000,20260919,2000,ok,-0.03769687160307571,0.3777701432626676,0.7930300994911588,0.0018742160097929947
any_uf,1000,PE,income_pc,W,135,ok,0.1529725453044857,0.07651198929641151,-0.01640869505903069,0.31381879065406837,0.20823334308847918,0.015368217278721261,18,2000,20260919,2000,ok,0.002567409397707432,0.36503178947445325,0.18611024423451447,0.05763081479520473
