territory,year,diagnosis,outcome,cases,percent_of_outcome
NE,2021,O031,hemorrhage,1658,30.86373790022338
NE,2021,O036,hemorrhage,67,1.2472077438570366
NE,2021,O041,hemorrhage,43,0.8004467609828742
NE,2021,O046,hemorrhage,1,0.018615040953090096
NE,2021,O051,hemorrhage,18,0.33507073715562175
NE,2021,O056,hemorrhage,17,0.31645569620253167
NE,2021,O061,hemorrhage,454,8.451228592702904
NE,2021,O066,hemorrhage,21,0.39091586001489204
NE,2021,O071,hemorrhage,3,0.05584512285927029
NE,2021,O081,hemorrhage,60,1.1169024571854058
NE,2021,O441,hemorrhage,293,5.4542069992553985
NE,2021,O450,hemorrhage,208,3.8719285182427403
NE,2021,O458,hemorrhage,342,6.3663440059568135
NE,2021,O459,hemorrhage,1344,25.01861504095309
NE,2021,O46,hemorrhage,2,0.03723008190618019
NE,2021,O460,hemorrhage,4,0.07446016381236038
NE,2021,O468,hemorrhage,4,0.07446016381236038
NE,2021,O469,hemorrhage,29,0.5398361876396128
NE,2021,O670,hemorrhage,18,0.33507073715562175
NE,2021,O678,hemorrhage,3,0.05584512285927029
NE,2021,O679,hemorrhage,9,0.16753536857781087
NE,2021,O694,hemorrhage,5,0.09307520476545049
NE,2021,O72,hemorrhage,23,0.42814594192107225
NE,2021,O720,hemorrhage,41,0.763216679076694
NE,2021,O721,hemorrhage,432,8.041697691734921
NE,2021,O722,hemorrhage,270,5.026061057334326
NE,2021,O11,hypertension,329,1.272481144846258
NE,2021,O140,hypertension,2792,10.798684973892865
NE,2021,O141,hypertension,14335,55.44382131115838
NE,2021,O149,hypertension,6651,25.724231289885903
NE,2021,O15,hypertension,43,0.16631212531425257
NE,2021,O150,hypertension,956,3.6975439953587315
NE,2021,O151,hypertension,472,1.8255656546122607
NE,2021,O152,hypertension,125,0.4834654805646877
NE,2021,O159,hypertension,152,0.5878940243666603
NE,2022,A41,W,1,0.002575859048992839
NE,2022,A410,W,1,0.002575859048992839
NE,2022,A419,W,8,0.020606872391942713
NE,2022,D62,W,5,0.012879295244964195
NE,2022,K359,W,1,0.002575859048992839
NE,2022,N709,W,1,0.002575859048992839
NE,2022,N710,W,1,0.002575859048992839
NE,2022,O030,W,863,2.22296635928082
NE,2022,O031,W,1312,3.379527072278605
NE,2022,O035,W,380,0.9788264386172789
NE,2022,O036,W,121,0.31167894492813353
NE,2022,O040,W,27,0.06954819432280665
NE,2022,O041,W,46,0.1184895162536706
NE,2022,O045,W,4,0.010303436195971356
NE,2022,O046,W,3,0.007727577146978517
NE,2022,O050,W,51,0.1313688114986348
NE,2022,O051,W,24,0.06182061717582814
NE,2022,O055,W,10,0.02575859048992839
NE,2022,O056,W,65,0.16743083818453455
NE,2022,O060,W,287,0.7392715470609448
NE,2022,O061,W,476,1.2261089073205915
NE,2022,O065,W,27,0.06954819432280665
NE,2022,O066,W,14,0.03606202668589975
NE,2022,O071,W,1,0.002575859048992839
NE,2022,O080,W,80,0.20606872391942713
NE,2022,O081,W,70,0.18031013342949873
NE,2022,O082,W,8,0.020606872391942713
NE,2022,O083,W,8,0.020606872391942713
NE,2022,O11,W,725,1.8674978105198083
NE,2022,O140,W,2385,6.1434238318479215
NE,2022,O141,W,15623,40.24264592241513
NE,2022,O149,W,7145,18.404512905053835
NE,2022,O15,W,21,0.05409304002884962
NE,2022,O150,W,844,2.1740250373499563
NE,2022,O151,W,859,2.212662923084849
NE,2022,O152,W,197,0.5074442326515893
NE,2022,O159,W,202,0.5203235278965535
NE,2022,O411,W,41,0.1056102210087064
NE,2022,O441,W,286,0.736695688011952
NE,2022,O450,W,133,0.3425892535160476
NE,2022,O458,W,259,0.6671474936891453
NE,2022,O459,W,1457,3.7530266343825667
NE,2022,O46,W,7,0.018031013342949875
NE,2022,O468,W,3,0.007727577146978517
NE,2022,O469,W,25,0.06439647622482098
NE,2022,O670,W,16,0.041213744783885425
NE,2022,O678,W,2,0.005151718097985678
NE,2022,O679,W,2,0.005151718097985678
NE,2022,O694,W,9,0.023182731440935554
NE,2022,O710,W,15,0.03863788573489259
NE,2022,O711,W,33,0.08500334861676369
NE,2022,O72,W,23,0.0592447581268353
NE,2022,O720,W,53,0.13652052959662048
NE,2022,O721,W,373,0.960795425274329
NE,2022,O722,W,301,0.7753335737468445
NE,2022,O753,W,2,0.005151718097985678
NE,2022,O85,W,1979,5.0976250579568285
NE,2022,O86,W,25,0.06439647622482098
NE,2022,O860,W,1539,3.9642470763999795
NE,2022,O868,W,234,0.6027510174643244
NE,2022,O883,W,7,0.018031013342949875
NE,2022,O900,W,102,0.2627376229972696
NE,2022,D62,hemorrhage,5,0.09830908375933936
NE,2022,O031,hemorrhage,1312,25.796303578450647
NE,2022,O036,hemorrhage,121,2.3790798269760125
NE,2022,O041,hemorrhage,46,0.9044435705859222
NE,2022,O046,hemorrhage,3,0.058985450255603616
NE,2022,O051,hemorrhage,24,0.47188360204482893
NE,2022,O056,hemorrhage,65,1.2780180888714117
NE,2022,O061,hemorrhage,476,9.359024773889107
NE,2022,O066,hemorrhage,14,0.2752654345261502
NE,2022,O071,hemorrhage,1,0.019661816751867872
NE,2022,O081,hemorrhage,70,1.376327172630751
NE,2022,O441,hemorrhage,286,5.623279591034212
NE,2022,O450,hemorrhage,133,2.615021627998427
NE,2022,O458,hemorrhage,259,5.092410538733779
NE,2022,O459,hemorrhage,1457,28.64726700747149
NE,2022,O46,hemorrhage,7,0.1376327172630751
NE,2022,O468,hemorrhage,3,0.058985450255603616
NE,2022,O469,hemorrhage,25,0.49154541879669683
NE,2022,O670,hemorrhage,16,0.31458906802988595
NE,2022,O678,hemorrhage,2,0.039323633503735744
NE,2022,O679,hemorrhage,2,0.039323633503735744
NE,2022,O694,hemorrhage,9,0.17695635076681085
NE,2022,O72,hemorrhage,23,0.4522217852929611
NE,2022,O720,hemorrhage,53,1.0420762878489973
NE,2022,O721,hemorrhage,373,7.333857648446717
NE,2022,O722,hemorrhage,301,5.918206842312229
NE,2022,O11,hypertension,725,2.5891932430984608
NE,2022,O140,hypertension,2385,8.517552944537695
NE,2022,O141,hypertension,15623,55.794435913003106
NE,2022,O149,hypertension,7145,25.51694582336345
NE,2022,O15,hypertension,21,0.07499732152423128
NE,2022,O150,hypertension,844,3.0141780650691046
NE,2022,O151,hypertension,859,3.0677475804435557
NE,2022,O152,hypertension,197,0.7035463019177887
NE,2022,O159,hypertension,202,0.7214028070426056
NE,2023,A41,W,1,0.0025921509668723106
NE,2023,A410,W,1,0.0025921509668723106
NE,2023,A412,W,2,0.005184301933744621
NE,2023,A418,W,1,0.0025921509668723106
NE,2023,A419,W,4,0.010368603867489242
NE,2023,D62,W,4,0.010368603867489242
NE,2023,K359,W,1,0.0025921509668723106
NE,2023,K659,W,1,0.0025921509668723106
NE,2023,N709,W,1,0.0025921509668723106
NE,2023,N710,W,2,0.005184301933744621
NE,2023,O030,W,839,2.1748146612058687
NE,2023,O031,W,939,2.4340297578930996
NE,2023,O035,W,327,0.8476333661672456
NE,2023,O036,W,88,0.22810928508476333
NE,2023,O040,W,34,0.08813313287365857
NE,2023,O041,W,34,0.08813313287365857
NE,2023,O045,W,13,0.03369796256934004
NE,2023,O046,W,2,0.005184301933744621
NE,2023,O050,W,41,0.10627818964176473
NE,2023,O051,W,33,0.08554098190678625
NE,2023,O055,W,6,0.015552905801233865
NE,2023,O056,W,43,0.11146249157550936
NE,2023,O060,W,292,0.7569080823267147
NE,2023,O061,W,427,1.1068484628544766
NE,2023,O065,W,36,0.09331743480740318
NE,2023,O066,W,28,0.0725802270724247
NE,2023,O071,W,2,0.005184301933744621
NE,2023,O080,W,84,0.2177406812172741
NE,2023,O081,W,54,0.13997615221110477
NE,2023,O082,W,16,0.04147441546995697
NE,2023,O083,W,12,0.03110581160246773
NE,2023,O11,W,607,1.5734356368914926
NE,2023,O140,W,2738,7.097309347296386
NE,2023,O141,W,15504,40.1887085903883
NE,2023,O149,W,7487,19.40743428897299
NE,2023,O15,W,35,0.09072528384053087
NE,2023,O150,W,814,2.110010887034061
NE,2023,O151,W,523,1.3556949556742184
NE,2023,O152,W,304,0.7880138939291824
NE,2023,O159,W,186,0.4821400798382498
NE,2023,O411,W,38,0.0985017367411478
NE,2023,O441,W,234,0.6065633262481207
NE,2023,O450,W,126,0.3266110218259111
NE,2023,O458,W,176,0.45621857016952666
NE,2023,O459,W,1341,3.4760744465757685
NE,2023,O46,W,12,0.03110581160246773
NE,2023,O468,W,1,0.0025921509668723106
NE,2023,O469,W,23,0.059619472238063145
NE,2023,O670,W,19,0.0492508683705739
NE,2023,O678,W,3,0.007776452900616932
NE,2023,O679,W,6,0.015552905801233865
NE,2023,O694,W,25,0.06480377417180777
NE,2023,O710,W,27,0.06998807610555238
NE,2023,O711,W,48,0.12442324640987092
NE,2023,O72,W,40,0.10368603867489243
NE,2023,O720,W,62,0.16071335994608327
NE,2023,O721,W,377,0.9772409145108611
NE,2023,O722,W,249,0.6454455907512053
NE,2023,O85,W,2209,5.726061485820934
NE,2023,O86,W,30,0.07776452900616931
NE,2023,O860,W,1615,4.186323811498782
NE,2023,O868,W,211,0.5469438540100575
NE,2023,O883,W,1,0.0025921509668723106
NE,2023,O900,W,139,0.36030898439525116
NE,2023,D62,hemorrhage,4,0.09199632014719411
NE,2023,O031,hemorrhage,939,21.596136154553818
NE,2023,O036,hemorrhage,88,2.0239190432382705
NE,2023,O041,hemorrhage,34,0.7819687212511499
NE,2023,O046,hemorrhage,2,0.045998160073597055
NE,2023,O051,hemorrhage,33,0.7589696412143514
NE,2023,O056,hemorrhage,43,0.9889604415823368
NE,2023,O061,hemorrhage,427,9.820607175712972
NE,2023,O066,hemorrhage,28,0.6439742410303588
NE,2023,O071,hemorrhage,2,0.045998160073597055
NE,2023,O081,hemorrhage,54,1.2419503219871204
NE,2023,O441,hemorrhage,234,5.381784728610856
NE,2023,O450,hemorrhage,126,2.8978840846366145
NE,2023,O458,hemorrhage,176,4.047838086476541
NE,2023,O459,hemorrhage,1341,30.841766329346825
NE,2023,O46,hemorrhage,12,0.27598896044158233
NE,2023,O468,hemorrhage,1,0.022999080036798528
NE,2023,O469,hemorrhage,23,0.5289788408463661
NE,2023,O670,hemorrhage,19,0.43698252069917204
NE,2023,O678,hemorrhage,3,0.06899724011039558
NE,2023,O679,hemorrhage,6,0.13799448022079117
NE,2023,O694,hemorrhage,25,0.5749770009199632
NE,2023,O72,hemorrhage,40,0.9199632014719411
NE,2023,O720,hemorrhage,62,1.4259429622815087
NE,2023,O721,hemorrhage,377,8.670653173873045
NE,2023,O722,hemorrhage,249,5.726770929162834
NE,2023,O11,hypertension,607,2.152634938648131
NE,2023,O140,hypertension,2738,9.709908504149231
NE,2023,O141,hypertension,15504,54.98262288105539
NE,2023,O149,hypertension,7487,26.551528477196964
NE,2023,O15,hypertension,35,0.12412227817575715
NE,2023,O150,hypertension,814,2.886729555287609
NE,2023,O151,hypertension,523,1.854741471026314
NE,2023,O152,hypertension,304,1.0780906447265763
NE,2023,O159,hypertension,186,0.6596212497340237
NE,2024,A021,W,1,0.0026784518548279095
NE,2024,A410,W,1,0.0026784518548279095
NE,2024,A419,W,4,0.010713807419311638
NE,2024,D62,W,5,0.013392259274139548
NE,2024,K350,W,1,0.0026784518548279095
NE,2024,K359,W,2,0.005356903709655819
NE,2024,N709,W,3,0.008035355564483728
NE,2024,N710,W,2,0.005356903709655819
NE,2024,N733,W,1,0.0026784518548279095
NE,2024,O030,W,841,2.252578009910272
NE,2024,O031,W,992,2.657024239989286
NE,2024,O035,W,110,0.29462970403107
NE,2024,O036,W,116,0.3107004151600375
NE,2024,O040,W,43,0.1151734297576001
NE,2024,O041,W,31,0.08303200749966519
NE,2024,O045,W,3,0.008035355564483728
NE,2024,O046,W,6,0.016070711128967456
NE,2024,O050,W,55,0.147314852015535
NE,2024,O051,W,38,0.10178117048346055
NE,2024,O055,W,14,0.037498325967590736
NE,2024,O056,W,26,0.06963974822552564
NE,2024,O060,W,258,0.6910405785456006
NE,2024,O061,W,380,1.0178117048346056
NE,2024,O065,W,23,0.061604392661041917
NE,2024,O066,W,20,0.05356903709655819
NE,2024,O070,W,4,0.010713807419311638
NE,2024,O071,W,3,0.008035355564483728
NE,2024,O075,W,1,0.0026784518548279095
NE,2024,O080,W,54,0.1446364001607071
NE,2024,O081,W,79,0.21159769653140484
NE,2024,O082,W,34,0.09106736306414892
NE,2024,O083,W,11,0.029462970403107004
NE,2024,O11,W,355,0.9508504084639079
NE,2024,O140,W,2564,6.8675505557787595
NE,2024,O141,W,14575,39.03843578411678
NE,2024,O149,W,7865,21.066023838221508
NE,2024,O15,W,52,0.13927949645105128
NE,2024,O150,W,811,2.1722244542654345
NE,2024,O151,W,252,0.6749698674166332
NE,2024,O152,W,315,0.8437123342707915
NE,2024,O159,W,176,0.47140752644971207
NE,2024,O411,W,40,0.10713807419311638
NE,2024,O441,W,230,0.6160439266104192
NE,2024,O450,W,154,0.41248158564349807
NE,2024,O458,W,205,0.5490826302397215
NE,2024,O459,W,1203,3.222177581357975
NE,2024,O46,W,11,0.029462970403107004
NE,2024,O460,W,1,0.0026784518548279095
NE,2024,O468,W,4,0.010713807419311638
NE,2024,O469,W,32,0.0857104593544931
NE,2024,O670,W,19,0.05089058524173028
NE,2024,O678,W,16,0.04285522967724655
NE,2024,O679,W,12,0.03214142225793491
NE,2024,O694,W,15,0.040176777822418644
NE,2024,O710,W,20,0.05356903709655819
NE,2024,O711,W,56,0.14999330387036294
NE,2024,O72,W,62,0.16606401499933038
NE,2024,O720,W,56,0.14999330387036294
NE,2024,O721,W,449,1.2026248828177313
NE,2024,O722,W,271,0.7258604526583635
NE,2024,O85,W,2239,5.997053702959689
NE,2024,O86,W,42,0.1124949779027722
NE,2024,O860,W,1726,4.623007901432972
NE,2024,O868,W,233,0.6240792821749029
NE,2024,O883,W,1,0.0026784518548279095
NE,2024,O900,W,111,0.29730815588589793
NE,2024,D62,hemorrhage,5,0.1127141568981064
NE,2024,O031,hemorrhage,992,22.36248872858431
NE,2024,O036,hemorrhage,116,2.6149684400360687
NE,2024,O041,hemorrhage,31,0.6988277727682597
NE,2024,O046,hemorrhage,6,0.13525698827772767
NE,2024,O051,hemorrhage,38,0.8566275924256087
NE,2024,O056,hemorrhage,26,0.5861136158701533
NE,2024,O061,hemorrhage,380,8.566275924256086
NE,2024,O066,hemorrhage,20,0.4508566275924256
NE,2024,O071,hemorrhage,3,0.06762849413886383
NE,2024,O081,hemorrhage,79,1.7808836789900813
NE,2024,O441,hemorrhage,230,5.184851217312895
NE,2024,O450,hemorrhage,154,3.4715960324616773
NE,2024,O458,hemorrhage,205,4.6212804328223624
NE,2024,O459,hemorrhage,1203,27.1190261496844
NE,2024,O46,hemorrhage,11,0.24797114517583407
NE,2024,O460,hemorrhage,1,0.02254283137962128
NE,2024,O468,hemorrhage,4,0.09017132551848513
NE,2024,O469,hemorrhage,32,0.721370604147881
NE,2024,O670,hemorrhage,19,0.42831379621280435
NE,2024,O678,hemorrhage,16,0.3606853020739405
NE,2024,O679,hemorrhage,12,0.27051397655545534
NE,2024,O694,hemorrhage,15,0.3381424706943192
NE,2024,O72,hemorrhage,62,1.3976555455365194
NE,2024,O720,hemorrhage,56,1.2623985572587917
NE,2024,O721,hemorrhage,449,10.121731289449954
NE,2024,O722,hemorrhage,271,6.109107303877367
NE,2024,O11,hypertension,355,1.3165214166512145
NE,2024,O140,hypertension,2564,9.508622288151308
NE,2024,O141,hypertension,14575,54.0515483033562
NE,2024,O149,hypertension,7865,29.167439273131837
NE,2024,O15,hypertension,52,0.19284257370665678
NE,2024,O150,hypertension,811,3.007602447617282
NE,2024,O151,hypertension,252,0.9345447802707213
NE,2024,O152,hypertension,315,1.1681809753384016
NE,2024,O159,hypertension,176,0.6526979417763767
NE,2025,A41,W,2,0.004995753609431983
NE,2025,A418,W,1,0.0024978768047159913
NE,2025,A419,W,7,0.01748513763301194
NE,2025,D62,W,7,0.01748513763301194
NE,2025,K359,W,1,0.0024978768047159913
NE,2025,N700,W,1,0.0024978768047159913
NE,2025,N709,W,4,0.009991507218863965
NE,2025,N710,W,3,0.007493630414147974
NE,2025,O030,W,905,2.2605785082679724
NE,2025,O031,W,819,2.045761103062397
NE,2025,O035,W,164,0.4096517959734226
NE,2025,O036,W,105,0.2622770644951791
NE,2025,O040,W,43,0.10740870260278763
NE,2025,O041,W,16,0.03996602887545586
NE,2025,O045,W,4,0.009991507218863965
NE,2025,O046,W,3,0.007493630414147974
NE,2025,O050,W,69,0.1723534995254034
NE,2025,O051,W,34,0.0849278113603437
NE,2025,O055,W,10,0.024978768047159913
NE,2025,O056,W,5,0.012489384023579957
NE,2025,O060,W,337,0.8417844831892891
NE,2025,O061,W,189,0.47209871609132237
NE,2025,O065,W,25,0.06244692011789978
NE,2025,O066,W,16,0.03996602887545586
NE,2025,O070,W,4,0.009991507218863965
NE,2025,O080,W,66,0.16485986911125544
NE,2025,O081,W,78,0.19483439076784734
NE,2025,O082,W,86,0.21481740520557527
NE,2025,O083,W,9,0.022480891242443922
NE,2025,O11,W,616,1.5386921117050507
NE,2025,O140,W,3824,9.55188090123395
NE,2025,O141,W,14938,37.31328370884748
NE,2025,O149,W,8686,21.696557925763102
NE,2025,O15,W,65,0.16236199230653944
NE,2025,O150,W,839,2.0957186391567166
NE,2025,O151,W,295,0.7368736573912175
NE,2025,O152,W,298,0.7443672878053654
NE,2025,O159,W,141,0.3522006294649548
NE,2025,O411,W,37,0.09242144177449169
NE,2025,O441,W,207,0.5170604985762102
NE,2025,O450,W,133,0.33221761502722685
NE,2025,O458,W,221,0.5520307738422341
NE,2025,O459,W,1083,2.7052005795074185
NE,2025,O46,W,13,0.03247239846130789
NE,2025,O460,W,1,0.0024978768047159913
NE,2025,O468,W,2,0.004995753609431983
NE,2025,O469,W,31,0.07743418094619574
NE,2025,O670,W,27,0.06744267372733177
NE,2025,O678,W,5,0.012489384023579957
NE,2025,O679,W,12,0.029974521656591896
NE,2025,O694,W,12,0.029974521656591896
NE,2025,O710,W,62,0.15486836189239148
NE,2025,O711,W,115,0.287255832542339
NE,2025,O72,W,71,0.17734925313483538
NE,2025,O720,W,46,0.1149023330169356
NE,2025,O721,W,474,1.18399360543538
NE,2025,O722,W,238,0.594494679522406
NE,2025,O753,W,1,0.0024978768047159913
NE,2025,O85,W,2340,5.84503172303542
NE,2025,O86,W,39,0.09741719538392367
NE,2025,O860,W,1732,4.326322625768097
NE,2025,O868,W,315,0.7868311934855373
NE,2025,O883,W,5,0.012489384023579957
NE,2025,O900,W,97,0.24229405005745117
NE,2025,D62,hemorrhage,7,0.18191268191268192
NE,2025,O031,hemorrhage,819,21.283783783783782
NE,2025,O036,hemorrhage,105,2.728690228690229
NE,2025,O041,hemorrhage,16,0.4158004158004158
NE,2025,O046,hemorrhage,3,0.07796257796257797
NE,2025,O051,hemorrhage,34,0.8835758835758836
NE,2025,O056,hemorrhage,5,0.12993762993762994
NE,2025,O061,hemorrhage,189,4.911642411642411
NE,2025,O066,hemorrhage,16,0.4158004158004158
NE,2025,O081,hemorrhage,78,2.027027027027027
NE,2025,O441,hemorrhage,207,5.379417879417879
NE,2025,O450,hemorrhage,133,3.456340956340956
NE,2025,O458,hemorrhage,221,5.743243243243243
NE,2025,O459,hemorrhage,1083,28.144490644490645
NE,2025,O46,hemorrhage,13,0.33783783783783783
NE,2025,O460,hemorrhage,1,0.02598752598752599
NE,2025,O468,hemorrhage,2,0.05197505197505198
NE,2025,O469,hemorrhage,31,0.8056133056133056
NE,2025,O670,hemorrhage,27,0.7016632016632016
NE,2025,O678,hemorrhage,5,0.12993762993762994
NE,2025,O679,hemorrhage,12,0.31185031185031187
NE,2025,O694,hemorrhage,12,0.31185031185031187
NE,2025,O72,hemorrhage,71,1.845114345114345
NE,2025,O720,hemorrhage,46,1.1954261954261953
NE,2025,O721,hemorrhage,474,12.318087318087318
NE,2025,O722,hemorrhage,238,6.185031185031185
NE,2025,O11,hypertension,616,2.0739344151908963
NE,2025,O140,hypertension,3824,12.874553902094135
NE,2025,O141,hypertension,14938,50.29290956837924
NE,2025,O149,hypertension,8686,29.243821964850852
NE,2025,O15,hypertension,65,0.218840482122416
NE,2025,O150,hypertension,839,2.824725607703185
NE,2025,O151,hypertension,295,0.9931991111709649
NE,2025,O152,hypertension,298,1.0032994411150764
NE,2025,O159,hypertension,141,0.47471550737324086
PB,2008,O030,W,26,1.354872329338197
PB,2008,O031,W,172,8.963001563314226
PB,2008,O035,W,1,0.05211047420531527
PB,2008,O040,W,1,0.05211047420531527
PB,2008,O041,W,2,0.10422094841063054
PB,2008,O045,W,1,0.05211047420531527
PB,2008,O050,W,1,0.05211047420531527
PB,2008,O051,W,2,0.10422094841063054
PB,2008,O060,W,62,3.2308494007295465
PB,2008,O081,W,11,0.5732152162584679
PB,2008,O083,W,1,0.05211047420531527
PB,2008,O11,W,2,0.10422094841063054
PB,2008,O140,W,23,1.1985409067222512
PB,2008,O141,W,427,22.25117248566962
PB,2008,O149,W,53,2.7618551328817094
PB,2008,O150,W,496,25.846795205836372
PB,2008,O151,W,31,1.6154247003647733
PB,2008,O152,W,1,0.05211047420531527
PB,2008,O159,W,4,0.20844189682126107
PB,2008,O411,W,3,0.1563314226159458
PB,2008,O441,W,351,18.29077644606566
PB,2008,O450,W,58,3.0224075039082856
PB,2008,O458,W,11,0.5732152162584679
PB,2008,O459,W,32,1.6675351745700886
PB,2008,O694,W,2,0.10422094841063054
PB,2008,O710,W,1,0.05211047420531527
PB,2008,O711,W,4,0.20844189682126107
PB,2008,O720,W,1,0.05211047420531527
PB,2008,O722,W,2,0.10422094841063054
PB,2008,O85,W,57,2.9702970297029703
PB,2008,O860,W,35,1.8238665971860344
PB,2008,O868,W,12,0.6253256904637832
PB,2008,O900,W,33,1.719645648775404
PB,2008,O031,hemorrhage,172,26.70807453416149
PB,2008,O041,hemorrhage,2,0.3105590062111801
PB,2008,O051,hemorrhage,2,0.3105590062111801
PB,2008,O081,hemorrhage,11,1.7080745341614907
PB,2008,O441,hemorrhage,351,54.50310559006211
PB,2008,O450,hemorrhage,58,9.006211180124224
PB,2008,O458,hemorrhage,11,1.7080745341614907
PB,2008,O459,hemorrhage,32,4.968944099378882
PB,2008,O694,hemorrhage,2,0.3105590062111801
PB,2008,O720,hemorrhage,1,0.15527950310559005
PB,2008,O722,hemorrhage,2,0.3105590062111801
PB,2008,O11,hypertension,2,0.19286403085824494
PB,2008,O140,hypertension,23,2.217936354869817
PB,2008,O141,hypertension,427,41.1764705882353
PB,2008,O149,hypertension,53,5.110896817743491
PB,2008,O150,hypertension,496,47.830279652844744
PB,2008,O151,hypertension,31,2.9893924783027965
PB,2008,O152,hypertension,1,0.09643201542912247
PB,2008,O159,hypertension,4,0.3857280617164899
PB,2009,O030,W,10,0.41050903119868637
PB,2009,O031,W,272,11.16584564860427
PB,2009,O036,W,2,0.08210180623973727
PB,2009,O060,W,42,1.7241379310344827
PB,2009,O080,W,1,0.041050903119868636
PB,2009,O081,W,18,0.7389162561576355
PB,2009,O083,W,1,0.041050903119868636
PB,2009,O11,W,4,0.16420361247947454
PB,2009,O140,W,34,1.3957307060755337
PB,2009,O141,W,363,14.901477832512315
PB,2009,O149,W,41,1.6830870279146142
PB,2009,O150,W,479,19.663382594417076
PB,2009,O151,W,22,0.90311986863711
PB,2009,O159,W,4,0.16420361247947454
PB,2009,O411,W,10,0.41050903119868637
PB,2009,O441,W,792,32.51231527093596
